"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"9961","No","2010 - 2014",393347,1,8,506.33,75,1
"9962","No","2010 - 2014",393417,1,51,2136.52,50579,1
"9963","No","2010 - 2014",393441,4,153,134798.93,1537769,3
"9964","No","2010 - 2014",393460,1,6,25.76,31,1
"9965","No","2010 - 2014",393463,2,6,6.27,41.016667,1
"9966","No","2010 - 2014",393464,3,36,3047.85,21666,1
"9967","No","2010 - 2014",393469,1,10,22.99,1209,1
"9968","No","2010 - 2014",393473,1,25,287.62,3165,1
"9969","No","2010 - 2014",393513,2,70,25802.25,115202,1
"9970","No","2010 - 2014",393520,1,15,52.61,1161,1
"9971","No","2010 - 2014",393528,1,1,19.65,614,1
"9972","No","2010 - 2014",393545,2,58,6350.67,9734,1
"9973","No","2010 - 2014",393558,1,4,20710.92,0,1
"9974","No","2010 - 2014",393566,1,14,173.19,1156,1
"9975","No","2010 - 2014",393604,3,97,11244.01,17412,1
"9976","No","2010 - 2014",393621,2,18,95.32,263,1
"9977","No","2010 - 2014",393641,1,34,517.36,10605,1
"9978","No","2010 - 2014",393678,1,59,1018.94,7801,1
"9979","No","2010 - 2014",393705,1,6,75.84,1896,1
"9980","No","2010 - 2014",393735,1,54,1639.7,17053,1
"9981","No","2010 - 2014",393757,2,24,1163.28,72044,1
"9982","No","2010 - 2014",393782,2,16,47.62,592,1
"9983","No","2010 - 2014",393787,3,93,3017.94,138188,25
"9984","No","2010 - 2014",393809,2,81,5994.53,85648,1
"9985","No","2010 - 2014",393814,1,16,3188.07,28406,1
"9986","No","2010 - 2014",393846,1,40,725.74,5047,1
"9987","No","2010 - 2014",393910,1,11,61.51,1119,1
"9988","No","2010 - 2014",393919,1,28,185.22,2442,1
"9989","No","2010 - 2014",393923,3,95,48810.53,806148,4
"9990","No","2010 - 2014",393928,1,28,6006.21,27189,1
"9991","No","2010 - 2014",393930,1,8,296.78,15319,1
"9992","No","2010 - 2014",393937,4,181,42442.62,481166,1
"9993","No","2010 - 2014",393940,1,17,69.42,832,1
"9994","No","2010 - 2014",393946,2,25,6653.94,89153,1
"9995","No","2010 - 2014",393968,1,46,11722.74,106030,1
"9996","No","2010 - 2014",393985,1,17,111.69,0,1
"9997","No","2010 - 2014",394013,1,22,100.52,655,1
"9998","No","2010 - 2014",394062,1,2,593.57,0,1
"9999","No","2010 - 2014",394081,1,34,362.19,7975,1
"10000","No","2010 - 2014",394120,1,21,80.06,4572,1
"10001","No","2010 - 2014",394126,3,87,31717.45,85306,1
"10002","Yes","2010 - 2014",394215,1,2,165.26,5107,1
"10003","No","2010 - 2014",394246,1,18,107.54,15559,1
"10004","No","2010 - 2014",394254,1,52,1304.84,5694,1
"10005","No","2010 - 2014",394265,1,20,447067.11,0,1
"10006","No","2010 - 2014",394292,2,91,10124.55,237129,1
"10007","No","2010 - 2014",394352,2,60,14716.36,261211,2
"10008","No","2010 - 2014",394361,1,14,1959.22,1438,1
"10009","No","2010 - 2014",394406,2,41,13092.64,28185,1
"10010","No","2010 - 2014",394416,1,26,1416.85,101003,1
"10011","No","2010 - 2014",394460,2,126,67731.99,263248,1
"10012","No","2010 - 2014",394601,3,195,111586.79,1220054,2
"10013","No","2010 - 2014",394636,1,42,1168.35,19826,1
"10014","No","2010 - 2014",394688,1,49,1236.77,22961,1
"10015","No","2010 - 2014",394717,2,62,3760.05,53080,1
"10016","No","2010 - 2014",394720,1,40,9412.72,145556,1
"10017","No","2010 - 2014",394750,1,23,1199.75,6523,2
"10018","No","2010 - 2014",394758,3,50,1378.47,23778,1.70087613981261
"10019","No","2010 - 2014",394764,2,35,2859.55,29391,1
"10020","No","2010 - 2014",394805,1,85,7400.14,77573,1
"10021","No","2010 - 2014",394826,2,18,555.02,17352,1
"10022","No","2010 - 2014",394828,1,59,1843.36,32499,1
"10023","No","2010 - 2014",394839,4,319,1021401.24,11562270,11
"10024","No","2010 - 2014",394858,3,125,98718.06,137119,1
"10025","No","2010 - 2014",394937,1,34,1551.7,222193,1
"10026","No","2010 - 2014",394938,1,16,301.04,16284,1
"10027","No","2010 - 2014",394955,4,129,54197.19,156212,1
"10028","No","2010 - 2014",394957,3,97,71016.02,12023,2
"10029","No","2010 - 2014",395065,1,7,63.03,607,1
"10030","No","2010 - 2014",395078,1,1,0.03,1,1
"10031","No","2010 - 2014",395132,1,2,0.34,0,1
"10032","No","2010 - 2014",395133,3,142,64862.17,1574009,1
"10033","No","2010 - 2014",395138,2,105,6123.83,150797,1
"10034","No","2010 - 2014",395179,1,10,117.43,2310,1
"10035","No","2010 - 2014",395198,3,68,4063.49,22568,7
"10036","No","2010 - 2014",395216,2,173,14217.24,531531,1
"10037","No","2010 - 2014",395217,3,156,29337.26,898672,1
"10038","No","2010 - 2014",395231,2,59,14499.06,77382,1
"10039","No","2010 - 2014",395252,1,5,2.96,278,1
"10040","No","2010 - 2014",395253,1,4,1476.65,0,1
"10041","No","2010 - 2014",395261,1,6,13.14,0,1
"10042","No","2010 - 2014",395262,1,83,2594.89,70683,1
"10043","No","2010 - 2014",395272,4,243,1579829.67,399109,1
"10044","No","2010 - 2014",395278,1,78,1877.8,22215,1
"10045","No","2010 - 2014",395294,4,181,106007.13,2270519,1
"10046","No","2010 - 2014",395301,1,17,151.73,4705,1
"10047","No","2010 - 2014",395312,1,1,0.2,13,1
"10048","No","2010 - 2014",395314,2,55,669.17,14355,1
"10049","No","2010 - 2014",395317,3,182,71342.98,2682544,2
"10050","No","2010 - 2014",395339,3,125,33124.12,623740,2
"10051","No","2010 - 2014",395371,1,47,1041.81,17876,1
"10052","No","2010 - 2014",395399,1,56,843.26,16616,1
"10053","Yes","2010 - 2014",395411,1,11,831.24,0,1
"10054","No","2010 - 2014",395420,1,32,167.47,23969,1
"10055","No","2010 - 2014",395475,1,2,5.83,154,1
"10056","No","2010 - 2014",395516,1,39,620.54,280,1
"10057","No","2010 - 2014",395578,3,203,28692.59,984601,1
"10058","No","2010 - 2014",395657,1,18,173.02,5999,1
"10059","Yes","2010 - 2014",395666,2,39,23532.86,103173,1
"10060","No","2010 - 2014",395699,1,4,250.61,1691,1
"10061","No","2010 - 2014",395753,4,169,70266.7,1098754,2
"10062","No","2010 - 2014",395803,1,3,4.24,624,1
"10063","No","2010 - 2014",395817,1,36,2591.34,8992,1
"10064","No","2010 - 2014",395824,1,17,2239.52,49389,1
"10065","No","2010 - 2014",395894,1,9,40.95,5594,1
"10066","No","2010 - 2014",395930,1,46,7062.39,69202,1
"10067","No","2010 - 2014",395945,2,27,275.49,1447,1
"10068","No","2010 - 2014",395983,5,351,873481.55,23639205,1
"10069","No","2010 - 2014",395986,1,2,0.58,11,1
"10070","No","2010 - 2014",395987,1,5,83.96,828,1
"10071","No","2010 - 2014",396034,2,36,124.76,966,1
"10072","No","2010 - 2014",396050,1,51,1419.63,16891,1
"10073","No","2010 - 2014",396057,1,35,957.95,24557,1
"10074","No","2010 - 2014",396102,1,26,909.54,2578,1
"10075","Yes","2010 - 2014",396120,1,7,131.51,10107,1
"10076","Yes","2010 - 2014",396122,1,7,321.75,15537,1
"10077","Yes","2010 - 2014",396125,1,7,608.81,30247,1
"10078","Yes","2010 - 2014",396126,1,6,67.08,1852,1
"10079","Yes","2010 - 2014",396128,2,7,165.37,11102,1
"10080","Yes","2010 - 2014",396129,1,7,1764.67,114677,2
"10081","Yes","2010 - 2014",396130,1,7,149.35,10762,2
"10082","Yes","2010 - 2014",396134,1,7,888.13,19132,1
"10083","No","2010 - 2014",396155,2,36,3877.16,77190,1
"10084","Yes","2010 - 2014",396157,3,27,8358.79,285564,1
"10085","Yes","2010 - 2014",396163,3,7,806.22,3770,1
"10086","Yes","2010 - 2014",396166,3,53,13407.02,439888,1
"10087","Yes","2010 - 2014",396169,1,3,37.24,1100,1
"10088","Yes","2010 - 2014",396170,1,6,167.23,10831,1
"10089","No","2010 - 2014",396176,1,11,40.12,1837,1
"10090","Yes","2010 - 2014",396194,1,9,945.36,3677,1
"10091","No","2010 - 2014",396198,2,41,29488.38,797,1
"10092","No","2010 - 2014",396223,3,62,306.04,6467,1
"10093","No","2010 - 2014",396228,4,131,8798.29,99617,2
"10094","No","2010 - 2014",396240,1,24,838.15,486,1
"10095","No","2010 - 2014",396253,2,150,51431.78,2568884,1
"10096","Yes","2010 - 2014",396254,1,18,1429.35,0,1
"10097","No","2010 - 2014",396269,2,48,8254.36,377933,1
"10098","No","2010 - 2014",396271,1,23,114.44,5239,1
"10099","No","2010 - 2014",396272,1,30,585.82,26824,1
"10100","No","2010 - 2014",396274,1,34,1824.17,83515,1
"10101","No","2010 - 2014",396277,1,34,1272.51,58257,1
"10102","No","2010 - 2014",396300,1,1,0,7,1
"10103","No","2010 - 2014",396326,1,30,326.72,4084,1
"10104","No","2010 - 2014",396352,1,81,8818.97,54213,1
"10105","No","2010 - 2014",396368,3,49,2903.01,94316,1
"10106","No","2010 - 2014",396394,1,8,42.77,872,1
"10107","No","2010 - 2014",396426,1,56,13932.12,21145,1
"10108","No","2010 - 2014",396428,1,22,3175.17,145366,1
"10109","No","2010 - 2014",396451,2,68,1706.59,14449,3
"10110","Yes","2010 - 2014",396486,1,5,10.95,0,1
"10111","No","2010 - 2014",396493,1,16,0,0,1
"10112","No","2010 - 2014",396554,1,14,35.06,0,1
"10113","No","2010 - 2014",396638,2,76,14757.6,145636,1
"10114","No","2010 - 2014",396645,1,43,2216.85,34896,1
"10115","No","2010 - 2014",396650,1,19,501.11,9959,1
"10116","No","2010 - 2014",396654,1,1,7.13,148,1
"10117","No","2010 - 2014",396656,1,26,1007.52,8597,1
"10118","No","2010 - 2014",396658,2,52,3206.89,70473,1
"10119","Yes","2010 - 2014",396660,2,36,6941.54,100168,1
"10120","No","2010 - 2014",396662,4,307,1171225.95,16659380,1
"10121","No","2010 - 2014",396694,1,22,114.86,8843,1
"10122","No","2010 - 2014",396710,2,128,36567.38,993475,4
"10123","No","2010 - 2014",396720,4,103,161876.76,1544691,1
"10124","No","2010 - 2014",396723,1,16,0,0,1
"10125","No","2010 - 2014",396724,1,97,6404.33,20751,1
"10126","No","2010 - 2014",396728,3,131,95062.09,123312,1
"10127","No","2010 - 2014",396759,1,34,785.17,42737,1
"10128","No","2010 - 2014",396765,1,4,1.69,129,1
"10129","Yes","2010 - 2014",396823,1,27,3199.29,60559,1
"10130","No","2010 - 2014",396841,2,58,2193.14,140212,1
"10131","No","2010 - 2014",396844,2,70,2576.82,110023,44
"10132","Yes","2010 - 2014",396863,1,32,940.16,19524,1
"10133","Yes","2010 - 2014",396866,2,23,2393.19,48957,1
"10134","Yes","2010 - 2014",396867,2,46,1156.63,15742,1
"10135","Yes","2010 - 2014",396868,1,20,220.73,5050,1
"10136","Yes","2010 - 2014",396894,2,41,1604.35,18493,1
"10137","No","2010 - 2014",396896,2,83,13689.87,343593,4
"10138","No","2010 - 2014",396927,1,5,243.09,0,1
"10139","No","2010 - 2014",396928,5,171,137631.19,4183167,1
"10140","No","2010 - 2014",396946,1,84,3732.22,123499,1
"10141","No","2010 - 2014",396951,1,34,183.13,1314,1
"10142","No","2010 - 2014",397001,1,61,4121.93,35615,1
"10143","No","2010 - 2014",397010,1,1,1.12,36,1
"10144","No","2010 - 2014",397077,2,60,9299.27,119874,1
"10145","No","2010 - 2014",397086,2,48,14795.15,360911,1
"10146","No","2010 - 2014",397089,2,51,3856.9,30339,1
"10147","Yes","2010 - 2014",397122,1,54,601.32,8372,1
"10148","No","2010 - 2014",397137,3,74,125473.36,1221979,1
"10149","No","2010 - 2014",397140,4,188,82090.94,952944,1
"10150","No","2010 - 2014",397141,2,61,139538.58,0,1
"10151","No","2010 - 2014",397145,1,32,4976.03,133272,1
"10152","No","2010 - 2014",397163,1,21,161.71,2905,1
"10153","No","2010 - 2014",397181,3,163,40625.75,179423,1
"10154","No","2010 - 2014",397184,1,32,392.18,8422,1
"10155","No","2010 - 2014",397185,1,18,91.92,1735,1
"10156","Yes","2010 - 2014",397186,1,81,11058.16,153914,1
"10157","No","2010 - 2014",397217,2,66,3894.06,40052,1
"10158","No","2010 - 2014",397287,1,20,97.6,1983,1
"10159","No","2010 - 2014",397301,1,85,630.69,14673,1
"10160","No","2010 - 2014",397312,1,1,0.07,10,1
"10161","No","2010 - 2014",397314,1,9,11.63,1475,1
"10162","No","2010 - 2014",397315,1,1,0.41,5,1
"10163","No","2010 - 2014",397327,2,203,83404.99,536578,1
"10164","No","2010 - 2014",397333,1,42,3404.19,58019,1
"10165","Yes","2010 - 2014",397348,1,6,68.07,2451,1
"10166","No","2010 - 2014",397398,2,65,-2.14,723,1
"10167","No","2010 - 2014",397440,1,29,1052.79,13576,1
"10168","Yes","2010 - 2014",397460,1,44,4105.48,23307,1
"10169","No","2010 - 2014",397486,1,5,19.56,489,1
"10170","No","2010 - 2014",397488,2,73,20314.4,698759,1
"10171","No","2010 - 2014",397497,1,8,2.17,304,1
"10172","No","2010 - 2014",397515,1,13,122.11,1260,1
"10173","No","2010 - 2014",397588,1,48,8835.59,10387,1
"10174","Yes","2010 - 2014",397592,1,15,220.61,1000,1
"10175","No","2010 - 2014",397594,2,21,866.99,4573,1
"10176","No","2010 - 2014",397620,2,30,1114.47,6237,1
"10177","No","2010 - 2014",397627,2,116,104667.3,505846,1
"10178","No","2010 - 2014",397661,4,394,1849472.99,208506,2
"10179","No","2010 - 2014",397681,1,20,3507.79,89907,1
"10180","No","2010 - 2014",397711,1,16,239.35,2799,1
"10181","No","2010 - 2014",397732,3,57,11615.36,441509,1
"10182","No","2010 - 2014",397737,4,124,92411.23,5231471,6
"10183","No","2010 - 2014",397754,3,201,37411.01,999344,3
"10184","No","2010 - 2014",397761,4,172,83035.43,1744294,1
"10185","No","2010 - 2014",397765,1,3,-10487.81,0,1
"10186","No","2010 - 2014",397772,2,40,12173.05,104614,1
"10187","No","2010 - 2014",397788,1,23,2067.62,18944,1
"10188","No","2010 - 2014",397840,1,17,393.6,3833,1
"10189","No","2010 - 2014",397855,1,41,6336.76,44624,1
"10190","No","2010 - 2014",397856,1,34,397.18,7965,1
"10191","No","2010 - 2014",397861,4,447,430062.88,6468130,1
"10192","No","2010 - 2014",397862,1,34,2447.56,69821,1
"10193","No","2010 - 2014",397884,2,36,1639.51,75042,4
"10194","No","2010 - 2014",397920,1,20,410.27,8085,1
"10195","No","2010 - 2014",398001,2,11,45.9,2101,1
"10196","No","2010 - 2014",398111,1,1,0.06,7,1
"10197","No","2010 - 2014",398118,2,26,2532,518,1
"10198","No","2010 - 2014",398162,2,41,3886.06,76963,1
"10199","No","2010 - 2014",398176,1,51,4994.55,7822,1
"10200","No","2010 - 2014",398187,2,104,14408.09,252266,1
"10201","No","2010 - 2014",398208,2,89,11853.85,123574,1
"10202","Yes","2010 - 2014",398227,1,5,107.31,0,1
"10203","No","2010 - 2014",398271,1,93,3065.35,13322,1
"10204","No","2010 - 2014",398273,1,36,1559.9,16634,1
"10205","No","2010 - 2014",398295,1,38,1326.38,59647,1
"10206","No","2010 - 2014",398368,1,34,720.53,102777,1
"10207","No","2010 - 2014",398373,1,2,23.89,1094,1
"10208","No","2010 - 2014",398376,2,67,10798.53,772535,1
"10209","No","2010 - 2014",398386,1,17,2778.2,13296,1
"10210","No","2010 - 2014",398391,1,2,1.74,230,1
"10211","Yes","2010 - 2014",398401,2,14,199.5,3288,1
"10212","No","2010 - 2014",398434,1,34,3297.24,65215,1
"10213","No","2010 - 2014",398441,1,17,37.23,0,1
"10214","No","2010 - 2014",398448,1,24,2555.65,82169,1
"10215","No","2010 - 2014",398485,2,12,171.86,1796,1
"10216","No","2010 - 2014",398501,1,3,32.31,257,1
"10217","No","2010 - 2014",398519,3,34,132.89,2074,1
"10218","No","2010 - 2014",398533,3,49,4364.07,38209,1
"10219","No","2010 - 2014",398537,1,17,4297.77,48980,1
"10220","No","2010 - 2014",398552,1,1,0.01,2,1
"10221","No","2010 - 2014",398557,1,30,448.07,1587,1
"10222","No","2010 - 2014",398563,3,42,1325.97,13255,2
"10223","No","2010 - 2014",398565,2,30,2652.73,22181,1
"10224","No","2010 - 2014",398568,1,23,351.33,4032,1
"10225","No","2010 - 2014",398658,1,40,4366.68,47323,1
"10226","No","2010 - 2014",398672,3,92,1272.73,58265,18
"10227","No","2010 - 2014",398680,1,25,227.59,19581,1
"10228","Yes","2010 - 2014",398711,1,18,3310.06,62548,1
"10229","No","2010 - 2014",398721,1,6,77.17,65,1
"10230","Yes","2010 - 2014",398724,1,11,24.09,0,1
"10231","No","2010 - 2014",398725,3,82,134318.13,2295570,4.40971807494196
"10232","No","2010 - 2014",398730,3,98,46203.13,685527,1
"10233","No","2010 - 2014",398762,1,5,4.38,0,1
"10234","No","2010 - 2014",398779,1,4,1071.82,0,1
"10235","No","2010 - 2014",398791,1,38,3135.01,21588,1
"10236","No","2010 - 2014",398802,2,26,253.51,5515,1
"10237","No","2010 - 2014",398833,2,36,776.77,18932,1
"10238","No","2010 - 2014",398862,1,5,194.05,1955,1
"10239","No","2010 - 2014",398881,1,26,1645.48,51317,1
"10240","No","2010 - 2014",398901,2,140,31575.96,186587,2
"10241","No","2010 - 2014",398928,3,69,3078.51,15605,1
"10242","No","2010 - 2014",398929,1,79,8787.36,89455,1
"10243","No","2010 - 2014",398936,1,59,1000.32,7149,1
"10244","Yes","2010 - 2014",398951,3,30,602.69,27590,2
"10245","Yes","2010 - 2014",398966,1,21,1911.67,31491,1
"10246","No","2010 - 2014",399095,1,23,402.79,4772,1
"10247","No","2010 - 2014",399096,1,47,1717.24,14406,1
"10248","No","2010 - 2014",399097,2,65,1271.64,10276,1
"10249","No","2010 - 2014",399098,1,51,6094.38,49187,1
"10250","No","2010 - 2014",399140,3,43,7516.52,109844,2
"10251","Yes","2010 - 2014",399148,1,7,406.77,15422,1
"10252","No","2010 - 2014",399181,1,29,513.49,1760,1
"10253","No","2010 - 2014",399198,2,74,41394.22,290941,1
"10254","No","2010 - 2014",399260,4,132,37899.16,637427,1
"10255","No","2010 - 2014",399308,1,32,552.27,23542,1
"10256","No","2010 - 2014",399315,1,32,720.81,30965,1
"10257","No","2010 - 2014",399316,1,38,4970.6,175171,1
"10258","No","2010 - 2014",399319,1,25,316.49,8265,1
"10259","No","2010 - 2014",399325,3,118,54360.03,659330,1
"10260","No","2010 - 2014",399326,2,56,2680.2,27853,1
"10261","No","2010 - 2014",399367,5,146,596207.93,5648234,1
"10262","No","2010 - 2014",399377,3,228,50285.78,110304,1
"10263","No","2010 - 2014",399395,2,16,5119558.41,0,3
"10264","No","2010 - 2014",399405,1,56,4868.52,85621,1
"10265","No","2010 - 2014",399421,1,2,0.34,49,1
"10266","No","2010 - 2014",399427,1,6,2383.28,0,1
"10267","No","2010 - 2014",399437,1,26,1139.78,9286,1
"10268","No","2010 - 2014",399442,1,6,1538.28,0,1
"10269","No","2010 - 2014",399482,1,1,0.11,18,1
"10270","No","2010 - 2014",399485,1,36,633.72,10773,1
"10271","No","2010 - 2014",399500,2,81,7983.24,65396,1
"10272","No","2010 - 2014",399533,1,10,101.87,2312,1
"10273","No","2010 - 2014",399537,3,111,12164.75,408848,1
"10274","No","2010 - 2014",399556,1,26,641.05,29351,1
"10275","No","2010 - 2014",399557,2,8,4687,3,1
"10276","No","2010 - 2014",399591,1,2,0.97,16,2
"10277","Yes","2010 - 2014",399599,3,126,118189.18,5119526,1
"10278","No","2010 - 2014",399653,1,2,5.52,788,1
"10279","No","2010 - 2014",399662,3,41,575.66,26353,2
"10280","No","2010 - 2014",399675,1,17,619.09,0,1
"10281","Yes","2010 - 2014",399677,1,2,913.26,0,1
"10282","No","2010 - 2014",399710,1,3,1798.94,0,1
"10283","No","2010 - 2014",399714,1,1,9.28,141,1
"10284","No","2010 - 2014",399743,2,5,29.53,254,1
"10285","No","2010 - 2014",399760,3,118,43636.95,639154,1
"10286","No","2010 - 2014",399777,1,3,6.92,3,1
"10287","No","2010 - 2014",399782,3,109,74343.4,1417753,11
"10288","No","2010 - 2014",399809,1,37,7327.84,126668,1
"10289","No","2010 - 2014",399849,1,34,1274.13,15860,1
"10290","No","2010 - 2014",399868,1,4,57.18,263,1
"10291","No","2010 - 2014",399882,1,37,447.44,5623,1
"10292","No","2010 - 2014",399893,1,3,105.87,5889,1
"10293","Yes","2010 - 2014",399950,1,72,28101.44,295444,1
"10294","No","2010 - 2014",399951,1,85,20092.29,141124,2
"10295","No","2010 - 2014",399972,2,34,3325.52,22006,1
"10296","No","2010 - 2014",399973,4,264,173861.39,1035504,3
"10297","No","2010 - 2014",399981,1,17,1773.96,55354,1
"10298","Yes","2010 - 2014",399982,3,87,78472.44,1287370,11
"10299","No","2010 - 2014",400030,2,29,1334.49,12202,1
"10300","Yes","2010 - 2014",400031,1,1,-220.56,0,1
"10301","No","2010 - 2014",400033,1,49,2804.89,22816,2
"10302","No","2010 - 2014",400083,1,2,1470.73,0,1
"10303","No","2010 - 2014",400084,1,1,0.21,2,1
"10304","No","2010 - 2014",400088,1,16,189.8,140,1
"10305","No","2010 - 2014",400097,2,23,69.52,1478,1
"10306","No","2010 - 2014",400099,1,34,1404.77,31193,1
"10307","No","2010 - 2014",400117,3,78,8003.53,48362,3
"10308","No","2010 - 2014",400118,2,137,43601.81,1996152,16
"10309","No","2010 - 2014",400119,2,107,5442.43,76720,1
"10310","No","2010 - 2014",400203,1,34,253.41,10164,1
"10311","No","2010 - 2014",400222,2,87,14568.02,18015,1
"10312","No","2010 - 2014",400225,3,144,47814.01,457741,1
"10313","No","2010 - 2014",400233,2,8,109.55,2292,1
"10314","Yes","2010 - 2014",400245,1,70,2205.33,7353,1
"10315","No","2010 - 2014",400280,1,46,929.71,4766,1
"10316","No","2010 - 2014",400314,1,51,11925.14,60509,1
"10317","No","2010 - 2014",400319,2,26,429.06,11874,1
"10318","No","2010 - 2014",400320,1,23,575.07,19869,1
"10319","No","2010 - 2014",400321,2,63,7029.62,148788,1
"10320","No","2010 - 2014",400322,1,2,60.41,205,1
"10321","No","2010 - 2014",400327,2,54,1471.69,27147,1
"10322","No","2010 - 2014",400328,1,27,64129.05,0,1
"10323","No","2010 - 2014",400330,1,47,4231.14,65300,1
"10324","No","2010 - 2014",400345,1,56,3782.74,101926,1
"10325","No","2010 - 2014",400362,2,34,70852.77,0,1
"10326","No","2010 - 2014",400368,1,20,73.18,786,1
"10327","No","2010 - 2014",400392,1,17,15912,0,1
"10328","No","2010 - 2014",400402,1,40,903.79,18512,1
"10329","No","2010 - 2014",400412,1,3,2.14,288,1
"10330","No","2010 - 2014",400463,4,439,54846.09,2387747,1
"10331","No","2010 - 2014",400476,1,35,224.83,4213,1
"10332","No","2010 - 2014",400477,1,17,22015,0,1
"10333","No","2010 - 2014",400537,2,77,2381.9,93425,1
"10334","No","2010 - 2014",400538,2,6,71.15,1259,1
"10335","No","2010 - 2014",400567,1,5,4.63,13,1
"10336","No","2010 - 2014",400576,2,22,438.29,3601,1
"10337","No","2010 - 2014",400652,1,2,11.73,273,1
"10338","No","2010 - 2014",400660,3,104,32649.72,1331653,1
"10339","No","2010 - 2014",400661,1,20,1414.56,78322,1
"10340","No","2010 - 2014",400665,4,111,61873.9,191132,1
"10341","No","2010 - 2014",400666,2,7,125.29,1156,1
"10342","No","2010 - 2014",400677,3,102,78625.02,412705,1
"10343","Yes","2010 - 2014",400693,1,6,4.66,181,5
"10344","No","2010 - 2014",400700,1,2,12.18,115,1
"10345","No","2010 - 2014",400779,1,20,609.38,34434,1
